,gender,age,education,activity_work,educational_level,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun
17923,Male,28,17.0,1,highly_educated,1,15.0,1,15.0,2,3,8,10,7,7,7,8,8
17924,Male,64,17.0,1,highly_educated,1,6.0,2,66.0,6,5,7,8,8,6,6,7,7
17925,Male,51,3.0,5,lower_educated,1,3.0,1,17.0,3,5,2,5,5,5,3,3,0
17926,Female,51,17.0,1,highly_educated,1,1.0,1,17.0,2,8,6,7,8,6,6,6,7
17927,Female,55,3.0,8,lower_educated,1,10.0,2,66.0,6,5,2,6,4,2,2,1,4
17928,Female,37,4.0,1,lower_educated,1,6.0,1,17.0,2,7,2,8,4,0,0,88,88
17929,Female,78,4.0,6,lower_educated,1,6.0,1,17.0,2,6,6,6,7,6,6,6,6
17930,Female,79,4.0,6,lower_educated,1,6.0,2,66.0,6,5,5,5,5,5,5,5,7
17931,Female,25,7.0,1,mid_educated,3,66.0,2,66.0,6,7,5,7,9,5,5,7,7
17932,Female,73,18.0,9,highly_educated,1,6.0,1,10.0,1,4,7,8,8,6,7,8,8
17933,Female,39,17.0,1,highly_educated,1,1.0,2,66.0,6,6,6,7,5,5,5,7,8
17934,Male,49,3.0,1,lower_educated,1,9.0,1,9.0,2,5,3,5,5,1,3,0,0
17935,Female,35,17.0,1,highly_educated,1,6.0,1,6.0,2,3,7,8,6,7,7,6,8
17936,Male,56,16.0,1,highly_educated,1,6.0,2,66.0,6,7,5,7,8,5,5,5,6
17937,Female,25,17.0,3,highly_educated,1,1.0,1,1.0,2,7,7,8,9,7,7,8,8
17938,Male,58,10.0,1,mid_educated,1,10.0,1,10.0,1,0,5,8,5,2,5,5,5
17939,Male,62,4.0,1,lower_educated,1,16.0,1,16.0,3,8,4,6,8,4,4,3,4
17940,Female,49,6.0,1,mid_educated,1,13.0,2,66.0,6,8,0,0,2,1,1,0,88
17941,Female,66,17.0,1,highly_educated,1,2.0,1,2.0,2,2,5,7,7,6,6,5,7
17942,Male,69,5.0,6,lower_educated,1,15.0,2,66.0,6,4,2,4,6,4,4,4,4
17943,Female,59,4.0,8,lower_educated,1,77.0,1,77.0,6,9,2,4,5,2,3,3,5
17944,Female,33,10.0,1,mid_educated,7,66.0,2,66.0,6,5,77,6,88,88,77,77,77
17945,Male,49,14.0,1,highly_educated,1,1.0,1,1.0,2,8,3,3,8,6,6,6,7
17946,Male,50,4.0,1,lower_educated,1,11.0,2,66.0,6,8,4,6,7,3,4,4,6
17947,Female,64,16.0,6,highly_educated,1,1.0,1,1.0,1,8,7,9,9,6,6,7,7
17948,Male,76,4.0,6,lower_educated,1,5.0,2,66.0,6,4,6,6,7,5,5,5,6
17949,Male,63,17.0,9,highly_educated,2,66.0,2,66.0,6,6,2,0,6,2,2,0,0
17950,Female,26,14.0,1,highly_educated,1,88.0,2,66.0,6,4,6,6,8,6,5,5,88
17951,Male,79,3.0,6,lower_educated,2,66.0,1,4.0,2,5,5,5,7,0,0,0,0
17952,Male,52,10.0,1,mid_educated,1,3.0,1,3.0,2,7,4,7,9,5,3,3,6
17953,Female,90,7.0,6,mid_educated,1,1.0,1,1.0,1,7,1,8,8,3,6,7,7
17954,Male,28,14.0,1,highly_educated,1,77.0,1,77.0,6,5,3,8,8,5,3,2,2
17955,Male,42,14.0,1,highly_educated,1,6.0,2,66.0,6,6,7,8,8,7,7,6,8
17956,Male,48,4.0,1,lower_educated,1,2.0,2,66.0,6,3,8,8,9,8,8,7,7
17957,Male,52,9.0,1,mid_educated,1,4.0,2,66.0,6,3,3,6,6,4,4,88,88
17958,Male,30,14.0,1,highly_educated,1,1.0,1,17.0,2,7,4,6,7,4,4,3,5
17959,Female,24,9.0,1,mid_educated,1,8.0,2,66.0,6,3,7,7,8,6,6,6,7
17960,Female,77,13.0,6,highly_educated,1,1.0,1,18.0,1,6,7,8,8,6,6,6,8
17961,Female,31,14.0,1,highly_educated,1,15.0,2,66.0,6,3,7,8,8,6,6,7,88
17962,Male,77,16.0,6,highly_educated,1,2.0,1,2.0,1,1,7,9,8,7,7,6,5
17963,Male,21,4.0,1,lower_educated,1,14.0,1,14.0,2,0,4,8,4,2,6,6,88
17964,Female,80,3.0,8,lower_educated,1,2.0,2,66.0,6,3,5,6,6,6,5,7,6
17965,Male,51,10.0,1,mid_educated,1,7.0,2,66.0,6,8,7,7,8,7,6,7,7
17966,Male,58,14.0,1,highly_educated,1,16.0,1,18.0,8,9,5,6,7,5,4,2,5
17967,Female,48,17.0,1,highly_educated,1,6.0,1,8.0,2,3,7,8,8,6,7,7,8
17968,Female,26,14.0,1,highly_educated,1,88.0,2,66.0,6,6,88,88,8,4,4,88,88
17969,Female,58,5.0,8,lower_educated,1,31.0,2,66.0,6,5,4,5,6,2,2,88,88
17970,Female,17,4.0,2,lower_educated,3,66.0,1,88.0,6,5,6,7,5,7,7,7,6
17971,Female,32,16.0,1,highly_educated,1,15.0,2,66.0,6,4,6,7,8,6,6,5,6
17972,Male,66,9.0,6,mid_educated,1,1.0,1,1.0,1,4,4,6,9,6,6,5,8
17973,Female,34,18.0,1,highly_educated,1,6.0,2,66.0,6,5,7,8,9,6,6,6,7
17974,Male,60,3.0,5,lower_educated,2,66.0,1,4.0,2,0,0,5,4,2,3,0,2
17975,Male,60,14.0,1,highly_educated,1,10.0,1,10.0,2,3,7,8,7,6,6,5,7
17976,Male,38,17.0,1,highly_educated,1,9.0,1,9.0,1,5,4,9,9,5,5,2,7
17977,Male,56,9.0,6,mid_educated,1,5.0,2,66.0,6,6,5,6,4,2,2,4,8
17978,Female,59,10.0,1,mid_educated,2,66.0,1,5.0,2,5,4,7,7,2,2,2,5
17979,Female,58,13.0,1,highly_educated,3,66.0,2,66.0,6,5,2,2,6,1,2,1,7
17980,Female,43,10.0,1,mid_educated,1,5.0,2,66.0,6,3,6,5,8,6,6,7,7
17981,Male,68,14.0,6,highly_educated,1,3.0,2,66.0,6,8,3,3,4,2,2,1,4
17982,Female,61,14.0,8,highly_educated,1,6.0,2,66.0,6,4,6,9,9,7,6,88,88
17983,Male,51,2.0,9,lower_educated,2,66.0,1,1.0,2,6,10,10,10,10,10,10,10
17984,Female,47,14.0,1,highly_educated,1,1.0,2,66.0,6,5,88,6,5,5,5,5,5
17985,Female,54,9.0,8,mid_educated,1,3.0,1,3.0,2,5,6,5,6,4,4,5,88
17986,Female,46,10.0,9,mid_educated,1,6.0,2,66.0,6,5,2,7,8,1,1,1,2
17987,Male,52,10.0,1,mid_educated,1,1.0,1,1.0,2,6,7,8,8,5,6,6,8
17988,Male,33,12.0,1,highly_educated,1,1.0,2,66.0,6,4,6,6,8,5,5,6,8
17989,Female,22,15.0,2,highly_educated,1,6.0,1,8.0,2,3,7,8,8,6,7,7,8
17990,Female,41,18.0,1,highly_educated,1,10.0,1,10.0,2,0,5,7,7,6,6,4,3
17991,Male,26,14.0,1,highly_educated,2,66.0,1,17.0,2,4,4,6,7,4,5,6,7
17992,Female,65,16.0,1,highly_educated,1,2.0,1,2.0,2,5,7,9,9,7,7,7,7
17993,Female,63,16.0,1,highly_educated,1,77.0,2,66.0,6,2,5,8,7,4,6,7,8
17994,Male,43,17.0,1,highly_educated,1,2.0,1,2.0,2,2,7,8,7,7,7,8,6
17995,Male,46,9.0,1,mid_educated,1,1.0,2,66.0,6,7,5,3,5,3,3,3,5
17996,Male,40,6.0,1,mid_educated,1,77.0,7,66.0,6,7,7,7,10,6,6,4,4
17997,Male,55,8.0,1,mid_educated,1,1.0,1,1.0,2,8,7,8,7,4,4,4,7
17998,Male,57,9.0,1,mid_educated,1,7.0,1,17.0,2,6,5,8,8,5,5,4,6
17999,Female,59,14.0,8,highly_educated,1,5.0,1,17.0,1,5,4,6,7,5,7,6,88
18000,Female,24,15.0,2,highly_educated,1,15.0,1,15.0,2,6,8,8,9,7,7,7,8
18001,Male,67,3.0,6,lower_educated,1,17.0,2,66.0,6,7,4,5,5,2,2,88,8
18002,Male,36,14.0,1,highly_educated,1,8.0,1,8.0,2,2,8,9,7,8,7,7,5
18003,Female,61,16.0,1,highly_educated,1,6.0,2,66.0,6,3,7,7,8,7,6,6,7
18004,Male,52,10.0,1,mid_educated,1,3.0,2,66.0,6,7,5,5,6,4,4,3,6
18005,Male,16,2.0,2,lower_educated,3,66.0,2,66.0,6,5,5,8,7,7,7,8,6
18006,Male,76,7.0,6,mid_educated,1,5.0,1,17.0,3,8,5,7,8,6,6,4,6
18007,Male,63,6.0,6,mid_educated,1,6.0,2,66.0,6,3,4,5,7,1,3,3,6
18008,Male,65,13.0,1,highly_educated,1,2.0,1,10.0,2,4,6,9,8,6,6,5,6
18009,Male,31,3.0,1,lower_educated,1,88.0,1,1.0,4,5,7,8,6,9,8,9,8
18010,Female,57,13.0,1,highly_educated,1,1.0,2,66.0,6,5,7,8,7,7,6,7,7
18011,Male,43,10.0,1,mid_educated,1,13.0,1,13.0,2,7,3,1,4,2,8,1,4
18012,Female,31,9.0,1,mid_educated,1,3.0,1,3.0,2,6,5,7,8,3,3,7,7
18013,Female,47,13.0,1,highly_educated,1,8.0,2,66.0,6,4,5,5,6,5,4,5,4
18014,Female,56,9.0,1,mid_educated,1,7.0,1,7.0,1,5,8,10,9,6,7,7,7
18015,Female,61,3.0,5,lower_educated,1,4.0,1,2.0,2,4,3,6,10,3,0,4,88
18016,Female,18,4.0,2,lower_educated,3,66.0,2,66.0,6,88,7,8,8,7,6,8,7
18017,Female,17,4.0,2,lower_educated,3,66.0,2,66.0,6,5,6,7,7,6,6,7,7
18018,Female,49,17.0,1,highly_educated,1,6.0,1,6.0,2,4,7,9,8,5,7,7,6
18019,Male,64,3.0,1,lower_educated,1,17.0,2,66.0,6,5,4,5,7,5,5,4,5
18020,Female,47,6.0,1,mid_educated,2,66.0,2,66.0,6,5,5,6,6,5,5,88,88
18021,Female,57,8.0,1,mid_educated,1,88.0,2,66.0,6,6,4,6,6,4,4,4,5
18022,Female,55,17.0,1,highly_educated,1,1.0,2,66.0,6,6,6,8,5,3,3,6,3
18023,Female,50,14.0,1,highly_educated,2,66.0,8,66.0,6,88,5,7,0,8,7,0,88
18024,Female,44,10.0,1,mid_educated,1,2.0,1,17.0,1,4,1,5,6,1,1,0,1
18025,Female,83,2.0,6,lower_educated,1,2.0,1,2.0,2,0,5,6,7,6,6,7,7
18026,Female,28,14.0,1,highly_educated,1,10.0,1,10.0,3,3,3,6,8,2,3,5,5
18027,Female,81,4.0,6,lower_educated,1,2.0,2,66.0,6,1,7,8,7,7,6,88,0
18028,Female,85,4.0,6,lower_educated,1,1.0,2,66.0,6,4,5,5,2,5,3,3,3
18029,Male,51,16.0,1,highly_educated,1,7.0,1,7.0,2,6,6,5,7,5,7,4,6
18030,Male,16,2.0,2,lower_educated,3,66.0,2,66.0,6,88,6,4,7,5,6,6,88
18031,Female,35,14.0,1,highly_educated,1,5.0,1,5.0,3,5,5,7,7,3,3,2,6
18032,Female,27,16.0,1,highly_educated,1,6.0,2,66.0,6,4,7,8,8,6,6,8,8
18033,Male,64,3.0,1,lower_educated,2,66.0,2,66.0,6,5,2,5,8,2,4,2,8
18034,Female,41,10.0,5,mid_educated,1,16.0,1,17.0,2,7,4,4,7,4,4,4,4
18035,Female,58,17.0,1,highly_educated,1,10.0,2,66.0,6,4,8,9,7,7,7,6,8
18036,Female,35,9.0,5,mid_educated,1,3.0,1,3.0,2,0,1,6,8,1,1,0,3
18037,Male,61,10.0,1,mid_educated,1,9.0,1,9.0,3,8,6,7,8,6,7,7,6
18038,Female,59,6.0,1,mid_educated,1,1.0,2,66.0,6,7,9,9,7,9,9,88,8
18039,Male,57,16.0,1,highly_educated,1,1.0,1,1.0,2,7,7,8,8,7,7,5,5
18040,Male,65,9.0,6,mid_educated,1,6.0,2,66.0,6,3,4,8,10,8,8,10,8
18041,Female,23,12.0,2,highly_educated,1,7.0,1,7.0,2,5,8,7,8,6,7,8,7
18042,Female,61,13.0,1,highly_educated,1,4.0,1,4.0,1,0,0,5,6,4,5,5,88
18043,Male,67,3.0,5,lower_educated,1,4.0,1,4.0,3,5,4,7,7,4,3,4,7
18044,Male,33,14.0,1,highly_educated,1,10.0,1,10.0,2,1,7,7,4,6,8,7,7
18045,Female,49,16.0,1,highly_educated,3,66.0,1,3.0,2,8,4,4,4,3,5,4,6
18046,Male,71,9.0,6,mid_educated,1,11.0,2,66.0,6,5,5,5,8,5,5,4,4
18047,Female,44,16.0,8,highly_educated,1,10.0,1,10.0,1,4,8,9,8,7,7,8,8
18048,Female,40,5555.0,1,,3,66.0,2,66.0,6,5,6,6,6,6,6,6,5
18049,Female,46,10.0,1,mid_educated,1,17.0,1,17.0,2,8,1,2,7,0,2,0,6
18050,Male,29,5555.0,1,,3,66.0,2,66.0,6,88,88,8,88,88,88,88,8
18051,Male,77,10.0,6,mid_educated,1,2.0,1,2.0,1,5,2,5,5,6,6,7,7
18052,Male,46,13.0,1,highly_educated,1,1.0,1,1.0,2,7,10,10,8,7,7,8,8
18053,Female,52,17.0,1,highly_educated,1,1.0,2,66.0,6,5,7,8,8,5,6,7,7
18054,Male,89,2.0,6,lower_educated,2,66.0,2,66.0,6,5,7,8,8,7,7,6,7
18055,Female,19,4.0,1,lower_educated,1,5.0,2,66.0,6,7,7,7,6,6,6,7,7
18056,Male,58,3.0,1,lower_educated,1,17.0,2,66.0,6,2,7,8,8,6,6,7,8
18057,Female,70,3.0,6,lower_educated,1,17.0,1,17.0,1,5,3,7,8,2,2,1,7
18058,Female,51,17.0,1,highly_educated,1,6.0,2,66.0,6,7,7,6,7,6,6,3,7
18059,Male,31,17.0,1,highly_educated,1,16.0,1,13.0,2,8,3,3,1,0,0,0,88
18060,Female,32,17.0,8,highly_educated,1,6.0,2,66.0,6,4,4,6,8,3,4,5,7
18061,Male,20,3.0,1,lower_educated,2,66.0,1,3.0,3,88,3,3,2,3,3,6,88
18062,Male,22,6.0,2,mid_educated,2,66.0,2,66.0,6,2,5,4,8,2,2,7,5
18063,Male,56,9.0,1,mid_educated,1,1.0,1,17.0,2,5,2,4,7,1,3,1,7
18064,Female,56,6.0,1,mid_educated,1,1.0,1,17.0,2,5,5,6,7,6,7,5,5
18065,Female,71,4.0,8,lower_educated,1,3.0,1,17.0,2,5,3,5,7,0,0,0,5
18066,Female,60,3.0,1,lower_educated,1,3.0,1,3.0,3,7,2,3,2,3,3,3,3
18067,Male,23,15.0,1,highly_educated,1,13.0,1,7.0,2,7,4,6,8,4,4,2,4
18068,Female,80,13.0,6,highly_educated,1,5.0,1,5.0,2,7,5,8,9,5,4,8,5
18069,Female,67,9.0,6,mid_educated,1,8.0,1,8.0,2,3,6,6,7,5,6,6,6
18070,Female,46,9.0,1,mid_educated,2,66.0,2,66.0,6,88,4,6,7,6,6,5,5
18071,Female,72,3.0,6,lower_educated,1,5.0,1,7.0,2,5,4,4,6,4,4,3,6
18072,Female,49,10.0,8,mid_educated,1,1.0,2,66.0,6,6,5,6,8,5,4,6,6
18073,Female,21,5.0,2,lower_educated,3,66.0,2,66.0,6,88,1,4,5,3,2,3,4
18074,Female,22,14.0,1,highly_educated,1,13.0,1,13.0,2,6,2,2,4,2,2,2,2
18075,Male,24,10.0,1,mid_educated,2,66.0,2,66.0,6,88,2,8,9,1,2,88,88
18076,Male,70,17.0,6,highly_educated,1,8.0,1,8.0,2,3,6,10,9,8,5,8,3
18077,Female,75,8.0,6,mid_educated,1,11.0,1,4.0,3,6,3,6,7,5,6,5,8
18078,Male,42,2.0,1,lower_educated,2,66.0,2,66.0,6,4,7,8,8,6,6,7,7
18079,Male,52,11.0,1,mid_educated,1,7.0,2,66.0,6,5,5,6,7,4,4,88,88
18080,Male,29,9.0,1,mid_educated,1,6.0,2,66.0,6,4,6,2,7,6,6,5,4
18081,Male,52,13.0,1,highly_educated,1,77.0,2,66.0,6,5,6,5,8,6,5,6,6
18082,Male,76,3.0,6,lower_educated,1,5.0,2,66.0,6,5,0,0,5,0,0,0,0
18083,Male,43,9.0,1,mid_educated,1,5.0,2,66.0,6,8,3,7,8,3,3,4,88
18084,Male,54,16.0,1,highly_educated,1,7.0,2,66.0,6,5,7,9,9,6,3,6,7
18085,Female,55,14.0,4,highly_educated,1,6.0,2,66.0,6,4,6,7,5,6,5,6,6
18086,Female,70,14.0,6,highly_educated,1,15.0,1,15.0,2,1,3,4,8,5,5,6,8
18087,Male,26,7.0,2,mid_educated,1,8.0,2,66.0,6,2,7,8,8,5,5,7,8
18088,Female,24,12.0,2,highly_educated,2,66.0,2,66.0,6,4,5,9,4,2,3,6,5
18089,Female,58,10.0,1,mid_educated,1,13.0,2,66.0,6,5,2,2,8,2,2,1,4
18090,Male,74,4.0,6,lower_educated,1,16.0,2,66.0,6,8,5,5,7,3,6,5,5
18091,Female,38,4.0,5,lower_educated,2,66.0,1,1.0,2,5,4,5,5,4,3,5,5
18092,Male,37,17.0,1,highly_educated,1,2.0,1,2.0,2,2,7,8,7,5,4,7,7
18093,Female,72,3.0,6,lower_educated,1,77.0,1,77.0,6,5,0,0,0,0,5,88,88
18094,Male,65,10.0,1,mid_educated,1,1.0,1,1.0,2,3,7,7,6,6,6,6,6
18095,Female,51,9.0,1,mid_educated,1,31.0,1,31.0,2,5,5,5,3,4,6,6,6
18096,Female,20,6.0,2,mid_educated,2,66.0,1,10.0,2,0,6,7,7,6,7,7,7
18097,Male,49,10.0,1,mid_educated,1,1.0,1,1.0,2,5,4,7,5,3,3,3,3
18098,Female,41,9.0,8,mid_educated,1,16.0,2,66.0,6,7,1,4,8,0,2,0,2
18099,Female,50,3.0,8,lower_educated,1,88.0,1,17.0,2,5,5,5,9,5,6,88,88
18100,Female,999,14.0,8,highly_educated,2,66.0,1,1.0,8,4,8,88,88,10,10,88,7
18101,Male,21,7.0,2,mid_educated,3,66.0,1,8.0,2,7,4,5,7,5,6,8,7
18102,Female,32,14.0,1,highly_educated,1,6.0,2,66.0,6,5,6,7,8,5,5,6,6
18103,Female,31,17.0,4,highly_educated,1,10.0,1,10.0,3,0,7,9,7,6,8,7,7
18104,Female,61,6.0,1,mid_educated,1,8.0,1,8.0,2,4,7,8,7,7,7,7,7
18105,Female,62,3.0,5,lower_educated,1,4.0,1,4.0,2,3,3,8,9,5,7,1,5
18106,Female,61,9.0,8,mid_educated,1,88.0,2,66.0,6,5,4,5,7,6,5,5,4
18107,Female,17,2.0,2,lower_educated,3,66.0,8,66.0,6,3,8,8,7,7,6,6,7
18108,Male,67,16.0,6,highly_educated,1,11.0,2,66.0,6,7,6,7,7,4,4,4,5
18109,Female,71,9.0,6,mid_educated,1,4.0,1,17.0,1,6,1,5,8,0,0,5,88
18110,Male,31,16.0,1,highly_educated,1,1.0,2,66.0,6,7,7,7,1,1,2,5,0
18111,Male,49,6.0,1,mid_educated,1,1.0,2,66.0,6,5,7,7,7,6,6,8,7
18112,Male,56,14.0,1,highly_educated,1,7.0,1,7.0,1,6,8,8,8,6,6,6,7
18113,Female,26,17.0,1,highly_educated,1,7.0,1,7.0,2,4,7,8,8,6,6,7,7
18114,Male,31,16.0,1,highly_educated,1,6.0,1,15.0,2,3,7,8,7,5,6,6,6
18115,Male,65,17.0,1,highly_educated,1,16.0,1,16.0,1,7,5,5,6,6,5,4,4
18116,Female,55,2.0,5,lower_educated,1,3.0,1,3.0,1,6,2,0,8,0,7,0,4
18117,Female,72,14.0,6,highly_educated,1,8.0,1,10.0,2,2,3,5,7,3,4,6,4
18118,Male,75,2.0,6,lower_educated,2,66.0,2,66.0,6,5,5,8,8,5,5,5,8
18119,Male,71,14.0,6,highly_educated,1,88.0,2,66.0,6,8,6,6,7,5,5,4,5
18120,Female,60,9.0,1,mid_educated,1,5.0,1,17.0,1,8,4,6,6,5,6,6,7
18121,Male,52,10.0,1,mid_educated,1,1.0,2,66.0,6,5,5,8,8,5,5,6,6
18122,Male,69,8.0,6,mid_educated,2,66.0,2,66.0,6,2,4,3,3,4,3,4,5
18123,Male,58,17.0,1,highly_educated,1,6.0,2,66.0,6,6,7,8,7,7,7,7,6
18124,Male,27,17.0,1,highly_educated,1,1.0,1,17.0,2,7,8,9,8,7,7,7,8
18125,Female,48,16.0,1,highly_educated,1,6.0,1,15.0,2,4,8,9,9,7,6,7,8
18126,Male,47,17.0,1,highly_educated,1,1.0,2,66.0,6,5,6,6,6,5,5,4,5
18127,Male,37,10.0,1,mid_educated,1,88.0,2,66.0,6,6,5,3,6,2,4,4,7
18128,Female,63,9.0,6,mid_educated,1,1.0,2,66.0,6,5,6,5,8,5,4,6,6
18129,Male,35,14.0,1,highly_educated,1,15.0,1,15.0,3,4,7,9,8,7,7,7,8
