,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gender,educational_level,political_trust
16468,36.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,9.0,8.0,6.0,6.0,6.0,7.0,9.0,4.0,4.0,8.0,8.0,7.0,Male,highly_educated,6.0
16469,48.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,Male,highly_educated,7.0
16470,59.0,17.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,6.0,7.0,Male,highly_educated,6.0
16471,46.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,9.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,8.0,5.0,5.0,5.0,4.0,5.0,Female,mid_educated,4.0
16472,80.0,3.0,6.0,2.0,3.4,2.0,66.0,6.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,3.0,4.0,5.0,8.0,Female,lower_educated,4.0
16473,40.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,6.0,5.0,7.0,4.0,5.0,6.0,6.0,9.0,7.0,5.0,7.0,6.0,4.0,Female,highly_educated,5.0
16474,50.0,14.0,1.0,1.0,17.0,1.0,17.0,1.0,7.0,6.0,7.0,9.0,6.0,6.0,5.0,7.0,7.0,6.0,4.0,6.0,7.0,8.0,Female,highly_educated,6.0
16475,62.0,10.0,1.0,1.0,3.0,1.0,3.0,2.0,8.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,5.0,4.0,4.0,Female,mid_educated,2.0
16476,33.0,17.0,1.0,1.0,10.0,2.0,66.0,6.0,2.0,5.0,4.0,7.0,1.0,1.0,5.0,6.0,9.0,3.0,5.0,7.0,5.0,4.0,Female,highly_educated,3.0
16477,90.0,4.0,6.0,1.0,2.0,2.0,66.0,6.0,7.0,3.0,5.0,7.0,6.0,6.0,7.0,7.0,8.0,6.0,5.0,6.0,6.0,5.0,Female,lower_educated,6.0
16478,63.0,10.0,1.0,1.0,4.0,2.0,66.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,8.0,6.0,0.0,0.0,6.0,0.0,Female,mid_educated,4.0
16479,49.0,3.0,1.0,1.0,16.0,1.0,16.0,2.0,10.0,1.0,7.0,7.0,1.0,5.0,1.0,7.0,8.0,2.0,1.0,5.0,7.0,5.0,Male,lower_educated,2.0
16480,90.0,3.0,6.0,1.0,5.0,1.0,5.0,1.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,Male,lower_educated,6.0
16481,25.0,16.0,1.0,1.0,8.0,2.0,66.0,6.0,3.0,4.0,7.0,2.0,3.0,3.0,5.0,5.0,6.0,3.0,5.0,8.0,8.0,7.0,Male,highly_educated,4.0
16482,33.0,14.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,6.0,9.0,5.0,6.0,6.0,7.0,8.0,3.0,4.0,3.0,3.0,1.0,Male,highly_educated,5.0
16483,79.0,11.0,6.0,1.0,7.0,2.0,66.0,6.0,3.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,6.0,9.0,Female,mid_educated,7.0
16484,76.0,14.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,Female,highly_educated,6.0
16485,44.0,13.0,1.0,1.0,4.0,2.0,66.0,6.0,4.0,2.0,4.0,6.0,4.0,4.0,5.0,4.0,8.0,6.0,2.0,2.0,4.0,2.0,Female,highly_educated,4.0
16486,40.0,16.0,8.0,1.0,12.0,1.0,12.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,4.0,4.0,8.0,1.0,5.0,6.0,1.0,3.0,Female,highly_educated,2.0
16487,45.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,7.0,8.0,Male,mid_educated,7.0
16488,33.0,16.0,1.0,1.0,5.0,2.0,66.0,6.0,6.0,5.0,8.0,8.0,5.0,4.0,3.0,7.0,9.0,3.0,4.0,6.0,8.0,7.0,Male,highly_educated,4.0
16489,17.0,4.0,2.0,3.0,11.2,2.0,66.0,6.0,5.0,3.0,6.0,6.0,4.0,4.0,4.0,5.0,8.0,5.0,3.0,6.0,6.0,6.0,Female,lower_educated,4.0
16490,86.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,4.6,6.0,5.0,5.0,5.0,5.0,5.0,5.0,7.4,4.0,5.0,5.0,7.0,7.0,Female,lower_educated,5.0
16491,34.0,18.0,1.0,1.0,6.0,1.0,6.0,2.0,3.0,8.0,10.0,9.0,7.0,6.0,7.0,8.0,10.0,7.0,4.0,8.0,7.0,8.0,Male,highly_educated,7.0
16492,81.0,3.0,8.0,1.0,3.0,2.0,66.0,6.0,5.8,0.0,2.0,7.0,3.0,9.0,1.0,1.0,9.0,3.0,3.0,3.0,5.0,6.0,Female,lower_educated,3.0
16493,21.0,10.0,4.0,1.0,13.0,2.0,66.0,6.0,3.0,5.0,8.0,9.0,4.0,5.0,5.0,6.0,9.0,7.0,7.0,9.0,7.0,10.0,Male,mid_educated,5.0
16494,74.0,4.0,6.0,1.0,2.0,2.0,66.0,6.0,5.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,3.0,6.0,6.0,6.0,9.0,Female,lower_educated,7.0
16495,23.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,6.0,7.0,8.0,7.0,5.0,7.0,7.0,7.0,3.0,4.0,3.0,4.0,8.0,Female,highly_educated,6.0
16496,56.0,16.0,9.0,1.0,5.0,1.0,5.0,2.0,6.0,6.0,8.0,7.0,5.0,5.0,4.0,7.0,8.0,6.0,5.0,7.0,5.0,7.0,Male,highly_educated,5.0
16497,50.0,10.0,1.0,1.0,10.0,2.0,66.0,6.0,0.0,3.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,0.0,8.0,8.0,7.0,Female,mid_educated,4.0
16498,61.0,14.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,9.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,Male,highly_educated,6.0
16499,75.0,4.0,6.0,1.0,7.0,1.0,7.0,2.0,5.0,4.0,7.0,7.0,5.0,6.0,4.0,5.0,8.0,5.0,4.0,7.0,5.0,6.0,Female,lower_educated,5.0
16500,32.0,6.0,1.0,1.0,3.0,2.0,66.0,6.0,4.2,8.0,7.0,8.0,7.0,6.0,6.0,7.0,8.4,6.0,8.0,7.0,9.0,8.0,Male,mid_educated,7.0
16501,48.0,14.0,8.0,1.0,7.0,1.0,7.0,2.0,4.0,7.0,8.0,9.0,5.0,6.0,6.0,6.0,9.0,6.0,5.0,8.0,7.0,5.0,Male,highly_educated,6.0
16502,41.0,10.0,1.0,3.0,4.6,2.0,66.0,6.0,6.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,10.0,9.0,9.0,9.0,6.0,10.0,Female,mid_educated,8.0
16503,53.0,17.0,9.0,1.0,13.0,1.0,13.0,2.0,5.0,1.0,1.0,8.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,3.0,Male,highly_educated,2.0
16504,18.0,4.0,1.0,3.0,7.0,1.0,7.0,1.0,1.0,6.0,7.0,9.0,7.0,5.0,7.0,6.0,5.0,0.0,7.0,6.0,6.0,7.0,Female,lower_educated,6.0
16505,46.0,10.0,1.0,2.0,6.0,1.0,6.0,2.0,3.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,4.0,7.0,Female,mid_educated,6.0
16506,85.0,18.0,6.0,1.0,77.0,1.0,77.0,6.0,4.0,6.0,8.0,7.0,6.0,7.0,4.0,5.0,8.0,7.0,7.0,8.0,8.0,9.0,Male,highly_educated,6.0
16507,52.0,3.0,1.0,2.0,8.2,2.0,66.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,8.0,6.0,3.0,6.0,5.0,8.0,Female,lower_educated,4.0
16508,72.0,14.0,6.0,1.0,11.0,1.0,11.0,2.0,4.0,6.0,7.0,8.0,6.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,Female,highly_educated,6.0
16509,56.0,9.0,5.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,5.0,8.0,4.0,5.0,7.0,6.0,8.0,4.0,4.0,4.0,7.0,8.0,Female,mid_educated,6.0
16510,72.0,17.0,6.0,1.0,8.0,1.0,8.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,8.0,4.0,3.0,5.0,5.0,6.0,Male,highly_educated,6.0
16511,35.0,17.0,1.0,1.0,15.0,2.0,66.0,6.0,3.0,5.0,8.0,7.0,4.0,5.0,7.0,8.0,8.0,5.0,4.0,6.0,6.0,7.0,Female,highly_educated,5.0
16512,28.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,6.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,8.0,4.0,5.0,6.0,8.0,8.0,Male,highly_educated,6.0
16513,44.0,10.0,1.0,2.0,5.4,2.0,66.0,6.0,5.0,7.0,7.0,8.0,7.0,5.0,8.0,8.0,9.0,6.0,8.0,8.0,6.0,7.0,Male,mid_educated,7.0
16514,69.0,7.0,6.0,1.0,7.0,1.0,7.0,3.0,6.0,6.0,6.0,8.0,6.0,6.0,5.0,4.0,8.0,6.0,6.0,6.0,5.0,6.0,Male,mid_educated,6.0
16515,59.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,4.0,8.0,9.0,4.0,4.0,2.0,3.0,8.0,6.0,4.0,6.0,8.0,8.0,Female,mid_educated,4.0
16516,49.0,5.0,8.0,1.0,18.0,1.0,18.0,2.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,7.0,Female,lower_educated,5.0
16517,49.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,6.0,4.0,7.0,4.0,4.0,Female,highly_educated,6.0
16518,77.0,3.0,8.0,1.0,3.4,2.0,66.0,6.0,4.6,7.0,3.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,Female,lower_educated,6.0
16519,45.0,10.0,1.0,1.0,88.0,1.0,88.0,6.0,5.0,4.0,0.0,8.0,3.0,3.0,3.0,5.0,8.0,4.0,4.0,5.0,7.0,6.0,Female,mid_educated,3.0
16520,63.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,5.0,5.0,7.0,2.0,2.0,4.0,6.0,8.0,6.0,4.0,8.0,6.0,7.0,Female,highly_educated,3.0
16521,64.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,9.0,8.0,6.0,6.0,6.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,Female,highly_educated,6.0
16522,64.0,8.0,8.0,2.0,1.4,7.0,66.0,6.0,5.0,6.0,7.0,8.0,7.0,6.0,8.0,5.0,10.0,8.0,7.0,6.0,6.0,7.0,Female,mid_educated,7.0
16523,65.0,8.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,7.0,7.0,4.0,5.0,4.0,5.0,8.0,8.0,5.0,7.0,7.0,9.0,Male,mid_educated,4.0
16524,74.0,13.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,Female,highly_educated,6.0
16525,68.0,3.0,6.0,1.0,3.0,2.0,66.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,2.0,5.0,10.0,4.0,1.0,1.0,5.0,3.0,Male,lower_educated,3.0
16526,33.0,4.0,1.0,2.0,4.6,2.0,66.0,6.0,5.6,5.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,Female,lower_educated,5.0
16527,49.0,16.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,8.0,9.0,4.0,4.0,6.0,7.0,9.0,6.0,3.0,5.0,5.0,5.0,Female,highly_educated,5.0
16528,42.0,10.0,1.0,1.0,3.0,2.0,66.0,6.0,5.0,5.0,5.0,8.0,5.0,3.0,4.0,5.0,9.0,4.0,5.0,5.0,3.0,4.0,Female,mid_educated,4.0
16529,57.0,17.0,1.0,1.0,17.0,1.0,17.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,6.0,8.0,2.0,2.0,4.0,6.0,6.0,Male,highly_educated,1.0
16530,33.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,6.0,5.0,9.0,7.0,7.0,7.0,8.0,5.0,Male,highly_educated,6.0
16531,44.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,Male,highly_educated,7.0
16532,74.0,7.0,6.0,1.0,16.0,1.0,16.0,2.0,7.0,5.0,6.0,7.0,3.0,2.0,1.0,5.0,8.0,6.0,2.0,6.0,4.0,7.0,Male,mid_educated,3.0
16533,48.0,13.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,7.0,8.0,6.0,5.0,6.0,7.0,9.0,6.0,5.0,6.0,6.0,6.0,Female,highly_educated,6.0
16534,72.0,3.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,4.0,6.0,10.0,8.0,8.0,8.0,8.0,9.0,Male,lower_educated,6.0
16535,50.0,9.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,Female,mid_educated,6.0
16536,33.0,16.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,8.0,7.0,5.0,5.0,8.0,8.0,8.0,6.0,6.0,8.0,9.0,5.0,Male,highly_educated,5.0
16537,68.0,14.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,4.0,6.0,7.0,4.0,6.0,6.0,5.0,8.0,5.0,3.0,3.0,8.0,6.0,Male,highly_educated,5.0
16538,77.0,6.0,6.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,8.0,7.0,5.0,5.0,5.0,7.0,8.0,6.0,4.0,6.0,6.0,6.0,Female,mid_educated,5.0
16539,77.0,17.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,8.0,7.0,8.0,Male,highly_educated,7.0
16540,73.0,4.0,6.0,1.0,1.0,2.0,66.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0,5.0,6.0,5.0,Female,lower_educated,6.0
16541,67.0,3.0,6.0,1.0,17.0,2.0,66.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,9.0,Male,lower_educated,6.0
16542,75.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,5.0,7.0,Female,mid_educated,6.0
16543,48.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,6.0,8.0,4.0,6.0,6.0,8.0,9.0,6.0,5.0,7.0,5.0,4.0,Male,highly_educated,6.0
16544,33.0,4.0,8.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,10.0,8.0,5.0,3.0,5.0,5.0,8.0,5.0,2.0,7.0,8.0,8.0,Male,lower_educated,4.0
16545,78.0,3.0,8.0,1.0,4.0,2.0,66.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,10.0,4.0,6.0,5.0,3.0,4.0,Female,lower_educated,6.0
16546,54.0,14.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,8.0,8.0,3.0,8.0,6.0,7.0,Male,highly_educated,7.0
16547,64.0,16.0,1.0,1.0,17.0,1.0,17.0,1.0,6.0,2.0,3.0,5.0,2.0,3.0,0.0,5.0,8.0,3.0,0.0,1.0,4.0,7.0,Male,highly_educated,2.0
16548,31.0,15.0,1.0,1.0,16.0,8.0,66.0,6.0,7.0,6.0,7.0,6.0,2.0,2.0,3.0,2.0,9.0,6.0,0.0,6.0,5.0,5.0,Male,highly_educated,3.0
16549,21.0,4.0,2.0,1.0,8.0,2.0,66.0,6.0,4.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,6.0,4.0,8.0,8.0,7.0,9.0,Male,lower_educated,7.0
16550,47.0,17.0,8.0,2.0,3.6,2.0,66.0,6.0,5.0,6.0,7.0,7.0,2.0,3.0,5.0,5.0,9.0,5.0,4.0,6.0,7.0,7.0,Female,highly_educated,4.0
16551,33.0,13.0,1.0,1.0,7.8,2.0,66.0,6.0,4.0,7.0,9.0,9.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,6.0,7.0,Female,highly_educated,8.0
16552,50.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,9.0,7.0,6.0,8.0,6.0,8.0,Male,highly_educated,8.0
16553,78.0,8.0,8.0,1.0,18.0,1.0,18.0,1.0,9.0,6.0,7.0,6.0,4.0,3.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,Male,mid_educated,5.0
16554,39.0,17.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,6.0,6.0,4.0,7.0,10.0,Male,highly_educated,8.0
16555,38.0,14.0,1.0,2.0,6.2,2.0,66.0,6.0,3.0,8.0,9.0,9.0,8.0,6.0,8.0,9.0,8.0,7.0,6.0,8.0,7.0,8.0,Male,highly_educated,8.0
16556,38.0,15.0,8.0,1.0,6.0,2.0,66.0,6.0,4.0,8.0,9.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,Male,highly_educated,7.0
16557,52.0,17.0,1.0,1.0,18.0,1.0,18.0,1.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,9.0,8.0,4.0,4.0,2.0,5.0,4.0,Male,highly_educated,6.0
16558,67.0,5.0,8.0,1.0,17.0,1.0,17.0,2.0,4.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,4.0,5.0,8.0,Female,lower_educated,1.0
16559,79.0,3.0,8.0,2.0,2.6,2.0,66.0,6.0,4.0,7.0,5.0,7.0,5.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,8.0,Female,lower_educated,6.0
16560,52.0,9.0,2.4,1.0,13.2,2.0,66.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,3.0,5.0,Male,mid_educated,2.0
16561,48.0,16.0,1.0,1.0,7.0,1.0,7.0,2.0,2.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,Female,highly_educated,8.0
16562,32.0,9.0,1.0,1.0,9.0,1.0,9.0,1.0,3.0,7.0,7.0,9.0,6.0,4.0,6.0,6.0,8.0,3.0,2.0,7.0,8.0,7.0,Female,mid_educated,6.0
16563,75.0,17.0,6.0,1.0,4.0,1.0,4.0,1.0,1.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,8.0,6.0,5.0,3.0,4.0,4.0,Female,highly_educated,6.0
16564,57.0,17.0,5.0,1.0,6.0,1.0,6.0,3.0,5.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,7.0,3.0,2.0,3.0,5.0,6.0,Male,highly_educated,2.0
16565,18.0,10.0,2.0,2.0,12.8,2.0,66.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,9.0,3.0,5.0,6.0,4.0,7.0,Female,mid_educated,5.0
16566,64.0,3.0,6.0,1.0,17.0,1.0,17.0,2.0,8.0,7.0,3.0,7.0,2.0,5.0,0.0,0.0,9.0,5.0,2.0,5.0,4.0,6.0,Male,lower_educated,4.0
16567,40.0,10.0,1.0,2.0,10.4,2.0,66.0,6.0,5.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,8.0,8.0,Female,mid_educated,0.0
16568,42.0,17.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,5.0,9.0,8.0,6.0,4.0,5.0,7.0,Male,highly_educated,6.0
16569,76.0,3.0,6.0,1.0,3.0,1.0,3.0,2.0,10.0,0.0,6.0,9.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,8.0,7.0,10.0,Male,lower_educated,0.0
16570,23.0,10.0,1.0,1.0,31.0,2.0,66.0,6.0,3.0,2.0,8.0,8.0,5.0,5.0,5.0,7.0,7.0,3.0,2.0,2.0,8.0,8.0,Female,mid_educated,4.0
16571,46.0,17.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,6.0,8.0,7.0,6.0,6.0,5.0,7.0,7.0,5.0,1.0,4.0,4.0,5.0,Male,highly_educated,6.0
16572,43.0,4.0,1.0,1.0,18.0,1.0,18.0,2.0,5.0,5.0,6.0,7.0,4.0,6.0,4.0,7.0,8.0,2.0,3.0,4.0,3.0,6.0,Female,lower_educated,5.0
16573,69.0,14.0,8.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,7.0,Female,highly_educated,6.0
16574,37.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,8.0,9.0,6.0,6.0,5.0,6.0,7.0,4.0,4.0,8.0,6.0,7.0,Male,mid_educated,6.0
16575,64.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,8.0,3.0,9.0,8.0,4.0,5.0,5.0,5.0,9.0,8.0,2.0,7.0,8.0,8.0,Male,highly_educated,4.0
16576,62.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,9.0,6.0,6.0,8.0,7.0,9.0,Female,highly_educated,7.0
16577,52.0,10.0,8.0,1.0,17.0,1.0,17.0,2.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0,9.0,5.0,5.0,6.0,6.0,7.0,Female,mid_educated,6.0
16578,76.0,3.0,6.0,1.0,4.0,2.0,66.0,6.0,0.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,10.0,4.0,5.0,5.0,7.0,6.0,Female,lower_educated,5.0
16579,60.0,3.0,1.0,2.0,3.4,2.0,66.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,7.0,7.0,Male,lower_educated,6.0
16580,74.0,9.0,1.0,1.4,17.0,1.0,17.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,2.0,6.0,7.0,Male,mid_educated,0.0
16581,44.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,4.0,8.0,5.0,5.0,2.0,7.0,8.0,4.0,6.0,9.0,5.0,8.0,Male,mid_educated,4.0
16582,56.0,17.0,1.0,1.0,10.0,1.0,10.0,2.0,6.0,4.0,3.0,8.0,3.0,3.0,5.0,3.0,8.0,3.0,3.0,6.0,5.0,7.0,Female,highly_educated,4.0
16583,39.0,6.0,1.0,1.0,5.0,1.0,5.0,3.0,8.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,8.0,6.0,8.0,7.0,7.0,Male,mid_educated,6.0
16584,33.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,4.0,6.0,8.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,7.0,8.0,6.0,6.0,Female,highly_educated,6.0
16585,73.0,16.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,Male,highly_educated,7.0
16586,61.0,17.0,1.0,1.0,7.0,2.0,66.0,6.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,6.0,8.0,5.0,7.0,Male,highly_educated,8.0
16587,42.0,4.0,8.0,1.0,17.0,1.0,17.0,2.0,7.0,5.0,8.0,0.0,7.0,6.0,5.0,6.0,10.0,6.0,3.0,4.0,9.0,7.0,Female,lower_educated,6.0
16588,49.0,14.0,1.0,1.0,17.0,2.0,66.0,6.0,7.0,6.0,4.0,7.0,5.0,5.0,3.0,7.0,9.0,7.0,5.0,4.0,4.0,7.0,Male,highly_educated,5.0
16589,61.0,6.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,9.0,7.0,6.0,6.0,7.0,7.0,Female,mid_educated,6.0
16590,34.0,16.0,1.0,2.0,8.0,1.0,8.0,2.0,0.0,3.0,6.0,9.0,3.0,5.0,7.0,9.0,10.0,2.0,6.0,6.0,4.0,7.0,Female,highly_educated,4.0
16591,72.0,17.0,6.0,2.0,5.2,2.0,66.0,6.0,3.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,10.0,10.0,8.0,10.0,10.0,10.0,Female,highly_educated,7.0
16592,80.0,16.0,6.0,2.0,10.0,1.0,10.0,1.0,5.0,3.0,4.0,5.0,0.0,3.0,3.0,5.0,7.0,5.0,2.0,3.0,4.0,4.0,Female,highly_educated,2.0
16593,36.0,10.0,1.0,2.0,17.0,1.0,17.0,2.0,5.0,3.0,10.0,8.0,5.0,4.0,6.0,8.0,8.0,9.0,7.0,9.0,6.0,7.0,Male,mid_educated,4.0
16594,62.0,16.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,9.0,7.0,5.0,6.0,7.0,5.0,8.0,6.0,5.0,8.0,6.0,6.0,Male,highly_educated,6.0
16595,38.0,10.0,1.0,1.0,9.0,1.0,9.0,2.0,6.0,7.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,Male,mid_educated,7.0
16596,63.0,3.0,1.0,1.0,9.0,1.0,9.0,1.0,10.0,2.0,6.0,7.0,3.0,3.0,3.0,6.0,8.0,8.0,2.0,2.0,7.0,7.0,Male,lower_educated,3.0
16597,78.0,3.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,5.0,6.0,8.0,7.0,5.0,0.0,4.0,8.0,5.0,5.0,6.0,6.0,7.0,Female,lower_educated,4.0
16598,53.0,14.0,1.0,1.0,15.0,2.0,66.0,6.0,2.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,Female,highly_educated,2.0
16599,76.0,3.0,6.0,2.0,3.6,2.0,66.0,6.0,8.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,8.0,4.0,4.0,2.0,3.0,6.0,Male,lower_educated,2.0
16600,81.0,17.0,6.0,2.0,8.2,2.0,66.0,6.0,0.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0,7.4,0.0,0.0,6.0,0.0,0.0,Male,highly_educated,4.0
