,gender,age,education,activity_work,educational_level,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun
16572,Female,43.0,4.0,1.0,lower_educated,1.0,6.0,1,18.0,2,5.0,5.0,6.0,7.0,4.0,6.0,4.0,7.0
16573,Female,69.0,14.0,8.0,highly_educated,1.0,1.0,2,66.0,6,6.0,6.0,7.0,8.0,6.0,6.0,7.0,8.0
16574,Male,37.0,10.0,1.0,mid_educated,1.0,1.0,2,66.0,6,6.0,6.0,8.0,9.0,6.0,6.0,5.0,6.0
16575,Male,64.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,8.0,3.0,9.0,8.0,4.0,5.0,5.0,5.0
16576,Female,62.0,14.0,1.0,highly_educated,1.0,1.0,1,7.0,2,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0
16577,Female,52.0,10.0,8.0,mid_educated,1.0,1.0,1,17.0,2,6.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0
16578,Female,76.0,3.0,6.0,lower_educated,1.0,4.0,2,66.0,6,0.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0
16579,Male,60.0,3.0,1.0,lower_educated,2.0,,2,66.0,6,5.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0
16580,Male,74.0,9.0,1.0,mid_educated,,,1,17.0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
16581,Male,44.0,9.0,1.0,mid_educated,1.0,5.0,1,1.0,2,7.0,6.0,4.0,8.0,5.0,5.0,2.0,7.0
16582,Female,56.0,17.0,1.0,highly_educated,1.0,10.0,1,10.0,2,6.0,4.0,3.0,8.0,3.0,3.0,5.0,3.0
16583,Male,39.0,6.0,1.0,mid_educated,1.0,5.0,1,5.0,3,8.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0
16584,Female,33.0,14.0,1.0,highly_educated,1.0,6.0,1,6.0,2,4.0,6.0,8.0,5.0,4.0,6.0,6.0,5.0
16585,Male,73.0,16.0,6.0,highly_educated,1.0,1.0,1,1.0,2,6.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0
16586,Male,61.0,17.0,1.0,highly_educated,1.0,7.0,2,66.0,6,3.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0
16587,Female,42.0,4.0,8.0,lower_educated,1.0,9.0,1,17.0,2,7.0,5.0,8.0,0.0,7.0,6.0,,
16588,Male,49.0,14.0,1.0,highly_educated,1.0,17.0,2,66.0,6,7.0,6.0,4.0,7.0,5.0,5.0,3.0,7.0
16589,Female,61.0,6.0,1.0,mid_educated,1.0,1.0,2,66.0,6,5.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0
16590,Female,34.0,16.0,1.0,highly_educated,2.0,,1,8.0,2,0.0,3.0,6.0,9.0,3.0,5.0,7.0,9.0
16591,Female,72.0,17.0,6.0,highly_educated,2.0,,2,66.0,6,3.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
16592,Female,80.0,16.0,6.0,highly_educated,2.0,,1,10.0,1,5.0,3.0,4.0,5.0,0.0,3.0,3.0,5.0
16593,Male,36.0,10.0,1.0,mid_educated,2.0,,1,17.0,2,5.0,3.0,10.0,8.0,5.0,4.0,6.0,8.0
16594,Male,62.0,16.0,8.0,highly_educated,1.0,2.0,1,2.0,2,2.0,8.0,9.0,7.0,5.0,6.0,7.0,5.0
16595,Male,38.0,10.0,1.0,mid_educated,1.0,9.0,1,9.0,2,6.0,7.0,5.0,8.0,7.0,7.0,7.0,8.0
16596,Male,63.0,3.0,1.0,lower_educated,1.0,9.0,1,9.0,1,10.0,2.0,6.0,7.0,3.0,3.0,,
16597,Female,78.0,3.0,6.0,lower_educated,1.0,5.0,1,5.0,2,7.0,5.0,6.0,8.0,7.0,5.0,0.0,4.0
16598,Female,53.0,14.0,1.0,highly_educated,1.0,15.0,2,66.0,6,2.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0
16599,Male,76.0,3.0,6.0,lower_educated,2.0,,2,66.0,6,8.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0
16600,Male,81.0,17.0,6.0,highly_educated,2.0,,2,66.0,6,0.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0
16601,Female,,12.0,2.0,highly_educated,3.0,,2,66.0,6,4.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0
16602,Male,32.0,9.0,1.0,mid_educated,1.0,6.0,2,66.0,6,5.0,7.0,8.0,9.0,6.0,6.0,,
16603,Female,35.0,16.0,1.0,highly_educated,1.0,6.0,1,6.0,2,3.0,7.0,8.0,8.0,6.0,6.0,,
16604,Female,55.0,17.0,8.0,highly_educated,1.0,6.0,2,66.0,6,4.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
16605,Male,17.0,2.0,2.0,lower_educated,3.0,,2,66.0,6,,,9.0,8.0,5.0,8.0,,
16606,Female,40.0,14.0,1.0,highly_educated,1.0,5.0,2,66.0,6,,3.0,5.0,7.0,3.0,3.0,,7.0
16607,Female,59.0,4.0,1.0,lower_educated,1.0,16.0,1,17.0,2,7.0,3.0,8.0,8.0,4.0,4.0,5.0,7.0
16608,Female,31.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,6.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0
16609,Male,43.0,11.0,1.0,mid_educated,1.0,1.0,1,1.0,2,7.0,6.0,9.0,7.0,6.0,5.0,4.0,7.0
16610,Female,41.0,9.0,8.0,mid_educated,1.0,3.0,1,13.0,2,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
16611,Female,73.0,3.0,6.0,lower_educated,1.0,5.0,2,66.0,6,5.0,3.0,3.0,9.0,5.0,5.0,4.0,5.0
16612,Male,35.0,10.0,1.0,mid_educated,1.0,1.0,2,66.0,6,7.0,7.0,7.0,8.0,6.0,5.0,4.0,8.0
16613,Female,48.0,,1.0,,1.0,,2,66.0,6,6.0,6.0,,,,,7.0,
16614,Female,80.0,14.0,8.0,highly_educated,1.0,,1,17.0,2,7.0,6.0,7.0,8.0,5.0,5.0,6.0,6.0
16615,Male,36.0,3.0,1.0,lower_educated,1.0,2.0,1,17.0,1,7.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0
16616,Female,54.0,2.0,5.0,lower_educated,1.0,13.0,1,3.0,1,,2.0,2.0,0.0,2.0,2.0,,2.0
16617,Male,69.0,4.0,6.0,lower_educated,1.0,1.0,1,1.0,2,8.0,7.0,8.0,9.0,7.0,6.0,3.0,6.0
16618,Male,35.0,3.0,4.0,lower_educated,2.0,,2,66.0,6,,,6.0,5.0,,,,
16619,Male,68.0,18.0,6.0,highly_educated,1.0,8.0,1,8.0,2,2.0,5.0,8.0,7.0,6.0,6.0,6.0,3.0
16620,Female,73.0,3.0,6.0,lower_educated,1.0,4.0,2,66.0,6,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
16621,Female,73.0,3.0,6.0,lower_educated,1.0,2.0,2,66.0,6,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0
16622,Male,17.0,1.0,9.0,lower_educated,3.0,,1,14.0,2,2.0,3.0,6.0,5.0,5.0,6.0,7.0,5.0
16623,Male,65.0,18.0,1.0,highly_educated,1.0,10.0,1,10.0,2,2.0,4.0,7.0,6.0,5.0,5.0,5.0,5.0
16624,Female,53.0,14.0,1.0,highly_educated,1.0,5.0,1,17.0,1,6.0,5.0,7.0,5.0,3.0,3.0,5.0,5.0
16625,Male,26.0,10.0,2.0,mid_educated,1.0,1.0,2,66.0,6,7.0,7.0,9.0,7.0,6.0,6.0,7.0,8.0
16626,Female,17.0,1.0,2.0,lower_educated,3.0,,1,1.0,2,7.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0
16627,Male,61.0,17.0,1.0,highly_educated,1.0,1.0,1,1.0,2,7.0,8.0,9.0,7.0,6.0,7.0,4.0,7.0
16628,Female,18.0,4.0,2.0,lower_educated,3.0,,1,6.0,2,5.0,4.0,3.0,4.0,3.0,4.0,7.0,7.0
16629,Female,58.0,9.0,1.0,mid_educated,1.0,8.0,1,4.0,2,3.0,4.0,5.0,6.0,4.0,4.0,5.0,6.0
16630,Male,29.0,17.0,1.0,highly_educated,1.0,2.0,2,66.0,6,3.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0
16631,Female,72.0,4.0,6.0,lower_educated,1.0,6.0,1,17.0,4,5.0,6.0,8.0,7.0,6.0,6.0,5.0,7.0
16632,Male,20.0,6.0,1.0,mid_educated,2.0,,2,66.0,6,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
16633,Male,36.0,12.0,1.0,highly_educated,1.0,1.0,2,66.0,6,6.0,5.0,6.0,6.0,4.0,4.0,3.0,3.0
16634,Male,74.0,3.0,1.0,lower_educated,1.0,,1,77.0,6,7.0,8.0,9.0,8.0,5.0,6.0,7.0,6.0
16635,Male,33.0,10.0,1.0,mid_educated,2.0,,2,66.0,6,4.0,8.0,7.0,9.0,7.0,6.0,6.0,7.0
16636,Female,40.0,13.0,1.0,highly_educated,3.0,,2,66.0,6,5.0,8.0,8.0,8.0,8.0,8.0,8.0,
16637,Male,36.0,14.0,1.0,highly_educated,3.0,,1,8.0,2,3.0,7.0,9.0,9.0,7.0,7.0,8.0,6.0
16638,Female,35.0,14.0,1.0,highly_educated,1.0,10.0,2,66.0,6,3.0,7.0,8.0,7.0,6.0,6.0,7.0,9.0
16639,Male,46.0,2.0,1.0,lower_educated,1.0,4.0,1,4.0,3,1.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0
16640,Male,72.0,13.0,8.0,highly_educated,1.0,6.0,2,66.0,6,5.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0
16641,Female,69.0,4.0,6.0,lower_educated,1.0,8.0,1,8.0,1,3.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0
16642,Female,79.0,3.0,6.0,lower_educated,1.0,,2,66.0,6,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
16643,Male,67.0,4.0,1.0,lower_educated,1.0,4.0,2,66.0,6,5.0,4.0,6.0,7.0,4.0,4.0,3.0,6.0
16644,Female,59.0,4.0,5.0,lower_educated,1.0,6.0,1,17.0,2,5.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0
16645,Female,75.0,2.0,6.0,lower_educated,2.0,,1,10.0,3,5.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0
16646,Female,75.0,4.0,6.0,lower_educated,1.0,3.0,1,18.0,2,5.0,0.0,5.0,7.0,6.0,4.0,6.0,7.0
16647,Male,55.0,16.0,1.0,highly_educated,1.0,1.0,1,1.0,2,6.0,6.0,6.0,8.0,5.0,6.0,7.0,8.0
16648,Male,57.0,9.0,1.0,mid_educated,1.0,16.0,2,66.0,6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
16649,Female,33.0,17.0,1.0,highly_educated,1.0,8.0,1,8.0,2,2.0,8.0,9.0,8.0,6.0,7.0,5.0,6.0
16650,Male,33.0,17.0,1.0,highly_educated,1.0,1.0,2,66.0,6,7.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0
16651,Female,34.0,17.0,1.0,highly_educated,1.0,6.0,1,15.0,2,2.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0
16652,Male,73.0,13.0,6.0,highly_educated,1.0,17.0,1,31.0,2,5.0,4.0,6.0,6.0,6.0,6.0,3.0,5.0
16653,Female,67.0,3.0,8.0,lower_educated,2.0,,2,66.0,6,,1.0,3.0,7.0,1.0,3.0,3.0,
16654,Female,55.0,17.0,1.0,highly_educated,1.0,6.0,2,66.0,6,6.0,6.0,8.0,9.0,7.0,6.0,7.0,7.0
16655,Male,64.0,13.0,6.0,highly_educated,1.0,15.0,1,15.0,2,4.0,8.0,9.0,8.0,7.0,7.0,9.0,6.0
16656,Female,17.0,2.0,2.0,lower_educated,3.0,,2,66.0,6,7.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0
16657,Female,71.0,4.0,6.0,lower_educated,1.0,17.0,2,66.0,6,4.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0
16658,Female,26.0,14.0,1.0,highly_educated,2.0,,2,66.0,6,5.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0
16659,Male,38.0,2.0,1.0,lower_educated,2.0,,2,66.0,6,10.0,9.0,10.0,10.0,10.0,10.0,5.0,0.0
16660,Male,44.0,9.0,1.0,mid_educated,1.0,13.0,2,66.0,6,7.0,3.0,5.0,4.0,2.0,2.0,1.0,4.0
16661,Female,48.0,16.0,1.0,highly_educated,1.0,6.0,2,66.0,6,3.0,7.0,8.0,8.0,6.0,7.0,6.0,
16662,Male,19.0,4.0,2.0,lower_educated,3.0,,2,66.0,6,5.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0
16663,Female,71.0,17.0,6.0,highly_educated,1.0,6.0,1,6.0,2,5.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0
16664,Female,66.0,9.0,8.0,mid_educated,2.0,,8,66.0,6,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
16665,Male,67.0,10.0,6.0,mid_educated,1.0,2.0,1,2.0,2,4.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0
16666,Female,50.0,16.0,1.0,highly_educated,1.0,8.0,1,8.0,2,3.0,9.0,9.0,9.0,6.0,6.0,5.0,7.0
16667,Female,73.0,13.0,6.0,highly_educated,1.0,1.0,1,1.0,1,10.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0
16668,Female,17.0,2.0,2.0,lower_educated,3.0,,1,6.0,2,4.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0
16669,Female,90.0,4.0,6.0,lower_educated,1.0,1.0,2,66.0,6,7.0,,,6.0,5.0,5.0,4.0,5.0
16670,Female,52.0,10.0,8.0,mid_educated,1.0,6.0,1,15.0,3,4.0,8.0,8.0,9.0,7.0,7.0,,
16671,Female,62.0,6.0,1.0,mid_educated,1.0,6.0,1,6.0,1,5.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0
16672,Female,21.0,8.0,2.0,mid_educated,2.0,,8,66.0,6,8.0,7.0,8.0,9.0,6.0,6.0,5.0,
16673,Male,76.0,13.0,6.0,highly_educated,1.0,15.0,2,66.0,6,0.0,1.0,8.0,8.0,4.0,0.0,0.0,7.0
16674,Female,28.0,3.0,4.0,lower_educated,2.0,,2,66.0,6,,,7.0,8.0,,,,
16675,Male,47.0,18.0,1.0,highly_educated,1.0,10.0,1,10.0,2,4.0,2.0,8.0,8.0,4.0,6.0,4.0,0.0
16676,Male,66.0,4.0,1.0,lower_educated,1.0,2.0,2,66.0,6,4.0,0.0,7.0,7.0,3.0,3.0,0.0,6.0
16677,Female,49.0,3.0,1.0,lower_educated,,,2,66.0,6,,3.0,6.0,6.0,6.0,6.0,7.0,
16678,Male,36.0,14.0,8.0,highly_educated,1.0,13.0,2,66.0,6,8.0,7.0,6.0,7.0,6.0,4.0,3.0,5.0
16679,Female,83.0,4.0,6.0,lower_educated,1.0,10.0,8,66.0,6,8.0,3.0,6.0,4.0,5.0,7.0,9.0,7.0
16680,Female,66.0,14.0,1.0,highly_educated,1.0,8.0,1,8.0,2,1.0,6.0,8.0,,6.0,6.0,7.0,
16681,Female,81.0,3.0,6.0,lower_educated,1.0,5.0,1,5.0,2,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
16682,Male,43.0,6.0,1.0,mid_educated,1.0,31.0,1,31.0,1,6.0,2.0,3.0,6.0,0.0,2.0,3.0,2.0
16683,Male,56.0,16.0,1.0,highly_educated,1.0,4.0,1,4.0,2,6.0,6.0,9.0,8.0,5.0,5.0,6.0,7.0
16684,Male,66.0,16.0,1.0,highly_educated,1.0,6.0,1,18.0,2,5.0,4.0,6.0,8.0,4.0,5.0,7.0,7.0
16685,Female,42.0,14.0,1.0,highly_educated,1.0,7.0,1,7.0,3,3.0,5.0,4.0,8.0,5.0,5.0,5.0,7.0
16686,Male,52.0,16.0,1.0,highly_educated,1.0,3.0,2,66.0,6,7.0,2.0,3.0,6.0,4.0,4.0,0.0,7.0
16687,Female,42.0,14.0,1.0,highly_educated,1.0,6.0,2,66.0,6,4.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0
16688,Female,34.0,17.0,1.0,highly_educated,1.0,6.0,2,66.0,6,7.0,7.0,9.0,9.0,6.0,7.0,8.0,8.0
16689,Female,58.0,10.0,1.0,mid_educated,1.0,1.0,2,66.0,6,5.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0
16690,Male,34.0,4.0,9.0,lower_educated,1.0,,2,66.0,6,5.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0
16691,Female,48.0,16.0,8.0,highly_educated,1.0,4.0,1,4.0,2,4.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0
16692,Female,82.0,17.0,6.0,highly_educated,1.0,6.0,2,66.0,6,3.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0
16693,Male,31.0,16.0,1.0,highly_educated,1.0,5.0,1,5.0,1,7.0,7.0,9.0,8.0,6.0,6.0,5.0,7.0
16694,Male,72.0,17.0,6.0,highly_educated,1.0,6.0,1,8.0,2,2.0,3.0,8.0,7.0,4.0,4.0,4.0,6.0
16695,Female,59.0,18.0,1.0,highly_educated,3.0,,1,17.0,2,7.0,4.0,6.0,6.0,4.0,5.0,1.0,3.0
16696,Male,51.0,17.0,1.0,highly_educated,1.0,1.0,1,1.0,2,8.0,3.0,5.0,7.0,5.0,3.0,6.0,5.0
16697,Female,36.0,10.0,1.0,mid_educated,2.0,,1,1.0,3,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0
16698,Male,48.0,4.0,1.0,lower_educated,1.0,13.0,2,66.0,6,8.0,4.0,6.0,8.0,5.0,5.0,4.0,6.0
16699,Male,23.0,16.0,1.0,highly_educated,1.0,6.0,2,66.0,6,7.0,3.0,8.0,8.0,4.0,4.0,8.0,7.0
16700,Male,56.0,16.0,1.0,highly_educated,1.0,4.0,1,4.0,2,2.0,8.0,9.0,7.0,6.0,7.0,7.0,7.0
16701,Female,16.0,4.0,1.0,lower_educated,3.0,,2,66.0,6,5.0,3.0,5.0,6.0,2.0,3.0,4.0,5.0
16702,Male,41.0,2.0,1.0,lower_educated,1.0,8.0,1,2.0,2,2.0,2.0,9.0,8.0,2.0,4.0,6.0,7.0
16703,Male,49.0,10.0,1.0,mid_educated,1.0,6.0,2,66.0,6,3.0,8.0,9.0,9.0,6.0,6.0,7.0,6.0
16704,Female,19.0,6.0,2.0,mid_educated,1.0,15.0,1,15.0,2,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0
16705,Female,77.0,8.0,6.0,mid_educated,1.0,5.0,2,66.0,6,5.0,0.0,2.0,7.0,3.0,3.0,3.0,
16706,Female,26.0,15.0,1.0,highly_educated,1.0,10.0,2,66.0,6,7.0,4.0,6.0,7.0,4.0,3.0,6.0,6.0
16707,Female,27.0,10.0,1.0,mid_educated,1.0,,2,66.0,6,3.0,5.0,7.0,7.0,6.0,5.0,5.0,5.0
16708,Female,16.0,4.0,1.0,lower_educated,3.0,,2,66.0,6,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0
16709,Female,72.0,13.0,6.0,highly_educated,1.0,2.0,1,2.0,2,2.0,4.0,7.0,7.0,2.0,4.0,4.0,4.0
16710,Female,66.0,12.0,6.0,highly_educated,1.0,2.0,1,2.0,2,3.0,8.0,9.0,7.0,7.0,7.0,8.0,9.0
16711,Male,57.0,10.0,1.0,mid_educated,1.0,6.0,2,66.0,6,5.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0
16712,Female,31.0,16.0,1.0,highly_educated,1.0,17.0,1,17.0,2,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0
16713,Female,36.0,14.0,,highly_educated,1.0,7.0,2,66.0,6,3.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0
16714,Male,33.0,10.0,1.0,mid_educated,1.0,1.0,1,1.0,2,8.0,3.0,7.0,7.0,3.0,3.0,5.0,8.0
16715,Female,87.0,3.0,6.0,lower_educated,1.0,6.0,1,10.0,1,4.0,4.0,4.0,6.0,4.0,3.0,6.0,3.0
16716,Female,20.0,12.0,2.0,highly_educated,1.0,1.0,1,1.0,3,6.0,5.0,7.0,8.0,4.0,6.0,7.0,8.0
16717,Male,29.0,10.0,1.0,mid_educated,1.0,6.0,2,66.0,6,2.0,7.0,8.0,8.0,6.0,6.0,,7.0
16718,Female,54.0,10.0,1.0,mid_educated,1.0,6.0,1,2.0,2,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0
16719,Female,45.0,9.0,1.0,mid_educated,1.0,10.0,1,17.0,2,5.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0
16720,Female,29.0,6.0,8.0,mid_educated,1.0,3.0,2,66.0,6,5.0,5.0,7.0,3.0,4.0,4.0,4.0,4.0
16721,Female,67.0,2.0,6.0,lower_educated,1.0,,1,18.0,2,5.0,6.0,0.0,4.0,2.0,6.0,4.0,7.0
16722,Male,66.0,16.0,5.0,highly_educated,1.0,15.0,2,66.0,6,4.0,4.0,7.0,6.0,5.0,4.0,7.0,9.0
16723,Male,77.0,3.0,6.0,lower_educated,1.0,2.0,1,2.0,1,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0
16724,Female,82.0,4.0,8.0,lower_educated,1.0,2.0,1,2.0,3,4.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0
16725,Male,,7.0,4.0,mid_educated,1.0,3.0,1,3.0,2,9.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0
16726,Male,29.0,14.0,1.0,highly_educated,1.0,5.0,2,66.0,6,5.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0
16727,Female,53.0,10.0,1.0,mid_educated,1.0,11.0,2,66.0,6,4.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0
16728,Female,45.0,10.0,1.0,mid_educated,1.0,12.0,2,66.0,6,4.0,7.0,8.0,7.0,7.0,8.0,5.0,7.0
16729,Female,24.0,14.0,1.0,highly_educated,1.0,6.0,2,66.0,6,3.0,7.0,9.0,8.0,6.0,7.0,7.0,7.0
16730,Male,36.0,17.0,1.0,highly_educated,1.0,,1,77.0,6,6.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0
16731,Male,19.0,2.0,2.0,lower_educated,3.0,,1,8.0,2,4.0,8.0,9.0,7.0,6.0,7.0,7.0,8.0
16732,Female,71.0,6.0,8.0,mid_educated,1.0,2.0,2,66.0,6,4.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0
16733,Female,77.0,5.0,6.0,lower_educated,1.0,1.0,2,66.0,6,5.0,6.0,6.0,7.0,5.0,5.0,6.0,7.0
16734,Male,22.0,16.0,1.0,highly_educated,1.0,16.0,1,17.0,2,8.0,7.0,8.0,7.0,5.0,5.0,4.0,6.0
16735,Male,22.0,10.0,1.0,mid_educated,1.0,16.0,1,13.0,2,7.0,2.0,6.0,7.0,0.0,3.0,0.0,2.0
16736,Male,66.0,4.0,6.0,lower_educated,2.0,,1,4.0,2,5.0,3.0,4.0,7.0,5.0,5.0,5.0,6.0
16737,Female,27.0,17.0,1.0,highly_educated,1.0,15.0,2,66.0,6,3.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0
16738,Male,41.0,10.0,1.0,mid_educated,2.0,,1,31.0,2,7.0,3.0,7.0,8.0,2.0,6.0,6.0,4.0
16739,Female,76.0,2.0,6.0,lower_educated,1.0,3.0,1,3.0,2,5.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0
16740,Male,90.0,1.0,6.0,lower_educated,2.0,,1,2.0,2,,4.0,6.0,8.0,5.0,4.0,4.0,
16741,Male,55.0,14.0,1.0,highly_educated,1.0,7.0,2,66.0,6,4.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0
16742,Male,75.0,3.0,6.0,lower_educated,1.0,3.0,2,66.0,6,6.0,3.0,3.0,6.0,0.0,4.0,0.0,6.0
16743,Female,19.0,9.0,2.0,mid_educated,1.0,17.0,2,66.0,6,4.0,6.0,5.0,8.0,7.0,6.0,6.0,5.0
16744,Male,52.0,11.0,1.0,mid_educated,1.0,4.0,1,4.0,3,5.0,6.0,4.0,3.0,5.0,5.0,2.0,1.0
16745,Female,53.0,6.0,,mid_educated,1.0,3.0,1,3.0,2,5.0,8.0,7.0,8.0,5.0,3.0,3.0,4.0
16746,Male,21.0,12.0,2.0,highly_educated,1.0,1.0,2,66.0,6,5.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0
16747,Male,75.0,4.0,6.0,lower_educated,1.0,5.0,2,66.0,6,5.0,5.0,5.0,9.0,2.0,2.0,2.0,2.0
16748,Female,68.0,8.0,6.0,mid_educated,1.0,10.0,1,1.0,3,5.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0
16749,Male,44.0,7.0,1.0,mid_educated,1.0,10.0,1,10.0,2,2.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0
16750,Male,47.0,4.0,8.0,lower_educated,2.0,,2,66.0,6,5.0,3.0,5.0,5.0,,,6.0,2.0
16751,Male,73.0,3.0,6.0,lower_educated,1.0,7.0,1,7.0,1,8.0,3.0,3.0,7.0,5.0,5.0,7.0,8.0
16752,Female,67.0,5.0,6.0,lower_educated,,,1,5.0,2,5.0,6.0,8.0,8.0,4.0,3.0,5.0,
16753,Male,36.0,16.0,1.0,highly_educated,2.0,,1,17.0,3,3.0,3.0,5.0,8.0,6.0,6.0,7.0,7.0
16754,Male,62.0,3.0,9.0,lower_educated,1.0,1.0,1,17.0,2,6.0,6.0,7.0,8.0,5.0,5.0,3.0,7.0
16755,Female,75.0,14.0,6.0,highly_educated,1.0,15.0,2,66.0,6,4.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0
16756,Female,33.0,14.0,8.0,highly_educated,2.0,,2,66.0,6,5.0,6.0,8.0,10.0,6.0,7.0,6.0,6.0
16757,Female,77.0,2.0,6.0,lower_educated,1.0,7.0,1,7.0,1,10.0,5.0,0.0,3.0,4.0,8.0,5.0,7.0
16758,Male,52.0,17.0,1.0,highly_educated,1.0,6.0,2,66.0,6,7.0,4.0,8.0,7.0,6.0,6.0,6.0,7.0
16759,Female,33.0,10.0,3.0,mid_educated,1.0,7.0,2,66.0,6,7.0,6.0,7.0,8.0,4.0,4.0,5.0,5.0
16760,Female,21.0,7.0,1.0,mid_educated,1.0,11.0,2,66.0,6,7.0,1.0,5.0,6.0,2.0,2.0,5.0,5.0
16761,Female,41.0,17.0,1.0,highly_educated,1.0,15.0,1,15.0,2,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0
16762,Female,59.0,10.0,1.0,mid_educated,1.0,17.0,1,17.0,1,5.0,3.0,6.0,8.0,4.0,4.0,3.0,3.0
16763,Female,53.0,18.0,5.0,highly_educated,1.0,,1,17.0,2,6.0,2.0,2.0,8.0,1.0,3.0,4.0,1.0
16764,Male,27.0,9.0,1.0,mid_educated,2.0,,2,66.0,6,10.0,7.0,4.0,5.0,5.0,5.0,5.0,0.0
16765,Female,63.0,14.0,1.0,highly_educated,1.0,6.0,2,66.0,6,5.0,3.0,8.0,8.0,4.0,5.0,5.0,6.0
16766,Male,69.0,3.0,6.0,lower_educated,1.0,1.0,2,66.0,6,6.0,6.0,6.0,7.0,4.0,5.0,5.0,5.0
16767,Female,69.0,14.0,6.0,highly_educated,1.0,6.0,2,66.0,6,5.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0
16768,Female,53.0,5.0,1.0,lower_educated,2.0,,2,66.0,6,,7.0,9.0,7.0,5.0,7.0,7.0,7.0
16769,Male,65.0,10.0,6.0,mid_educated,1.0,1.0,2,66.0,6,6.0,6.0,4.0,7.0,5.0,5.0,3.0,6.0
